Compound ID,Observed Value,ISIDA Predicted Value,CDK Predicted Value,Consensus Prediction,Error from Consensus,Avg of Observed,Error from Avg,Error from ISIDA,Error from CDK
118752,4.99,5.36,4.806,5.083,0.093,5.02,0.03,0.37,0.184
55630,3.59,4.613,4.306,4.4595,0.8695,5.02,1.43,1.023,0.716
205823,6.19,5.808,6.124,5.966,0.224,5.02,1.17,0.382,0.066
148823,7.6,5.519,5.677,5.598,2.002,5.02,2.58,2.081,1.923
11096825,5.85,6.05,6.024,6.037,0.187,5.02,0.83,0.2,0.174
69782907,6.14,6.069,6.047,6.058,0.082,5.02,1.12,0.071,0.093
924163,5.93,6.106,5.528,5.817,0.113,5.02,0.91,0.176,0.402
1937377,6.76,5.889,7.247,6.568,0.192,5.02,1.74,0.871,0.487
2602462,6.84,5.921,7.644,6.7825,0.0575,5.02,1.82,0.919,0.804
930552,5.32,6.063,5.722,5.8925,0.5725,5.02,0.3,0.743,0.402
205992,6.26,6.18,6.012,6.096,0.164,5.02,1.24,0.08,0.248
57465288,9.62,6.205,6.042,6.1235,3.4965,5.02,4.6,3.415,3.578
53469219,5.76,6.235,5.892,6.0635,0.3035,5.02,0.74,0.475,0.132
92524,3.09,6.085,4.508,5.2965,2.2065,5.02,1.93,2.995,1.418
54749905,7.88,6.405,5.399,5.902,1.978,5.02,2.86,1.475,2.481
91941,5.05,6.318,5.863,6.0905,1.0405,5.02,0.03,1.268,0.813
74472370,6.1,6.204,6.002,6.103,0.003,5.02,1.08,0.104,0.098
115286,5.55,6.162,5.418,5.79,0.24,5.02,0.53,0.612,0.132
8001352,5.65,5.997,6.005,6.001,0.351,5.02,0.63,0.347,0.355
1024573,6.55,6.159,6.076,6.1175,0.4325,5.02,1.53,0.391,0.474
53703,6.06,6.923,7.108,7.0155,0.9555,5.02,1.04,0.863,1.048
3697243,7.3,6.784,6.154,6.469,0.831,5.02,2.28,0.516,1.146
88733,4.67,3.684,3.846,3.765,0.905,5.02,0.35,0.986,0.824
512561,3.45,3.465,3.692,3.5785,0.1285,5.02,1.57,0.015,0.242
3564098,3.9,4.371,5.517,4.944,1.044,5.02,1.12,0.471,1.617
120821,3.72,3.875,4.026,3.9505,0.2305,5.02,1.3,0.155,0.306
99990,3.34,3.935,3.858,3.8965,0.5565,5.02,1.68,0.595,0.518
75274,4,3.783,,3.783,0.217,5.02,1.02,0.217,4
97563,5.93,4.42,5.005,4.7125,1.2175,5.02,0.91,1.51,0.925
76039,4.06,3.831,4.31,4.0705,0.0105,5.02,0.96,0.229,0.25
88722,4.48,4.016,3.861,3.9385,0.5415,5.02,0.54,0.464,0.619
123319,3.82,3.925,4.023,3.974,0.154,5.02,1.2,0.105,0.203
126727,6.2,4.167,4.4,4.2835,1.9165,5.02,1.18,2.033,1.8
1836755,4.37,4.164,4.481,4.3225,0.0475,5.02,0.65,0.206,0.111
62533,2.72,4.168,4.409,4.2885,1.5685,5.02,2.3,1.448,1.689
78115,3.1,4.477,4.39,4.4335,1.3335,5.02,1.92,1.377,1.29
563473,4.1,4.275,4.002,4.1385,0.0385,5.02,0.92,0.175,0.098
95534,4.28,4.222,4.037,4.1295,0.1505,5.02,0.74,0.058,0.243
133073,3.01,4.249,5.568,4.9085,1.8985,5.02,2.01,1.239,2.558
15972608,4.18,4.744,4.536,4.64,0.46,5.02,0.84,0.564,0.356
90040,4.24,4.132,4.137,4.1345,0.1055,5.02,0.78,0.108,0.103
106490,4.31,4.396,4.331,4.3635,0.0535,5.02,0.71,0.086,0.021
100630,4.99,4.32,4.741,4.5305,0.4595,5.02,0.03,0.67,0.249
602879,4.41,4.506,5.444,4.975,0.565,5.02,0.61,0.096,1.034
72178020,4.94,4.568,4.884,4.726,0.214,5.02,0.08,0.372,0.056
100414,3.26,4.421,4.244,4.3325,1.0725,5.02,1.76,1.161,0.984
75003,2.48,4.219,4.372,4.2955,1.8155,5.02,2.54,1.739,1.892
71432,3.63,4.366,4.298,4.332,0.702,5.02,1.39,0.736,0.668
542881,7.4,4.365,4.569,4.467,2.933,5.02,2.38,3.035,2.831
513371,3.61,4.601,4.077,4.339,0.729,5.02,1.41,0.991,0.467
56531,7.97,4.934,4.742,4.838,3.132,5.02,2.95,3.036,3.228
72548,4.88,5.01,5.399,5.2045,0.3245,5.02,0.14,0.13,0.519
96128,5.27,4.654,5.086,4.87,0.4,5.02,0.25,0.616,0.184
90948,5.36,4.733,4.704,4.7185,0.6415,5.02,0.34,0.627,0.656
123911,3.94,4.683,4.64,4.6615,0.7215,5.02,1.08,0.743,0.7
133062,2.84,4.741,5.552,5.1465,2.3065,5.02,2.18,1.901,2.712
67747095,4.75,5.109,5.281,5.195,0.445,5.02,0.27,0.359,0.531
510156,4.55,4.824,5.12,4.972,0.422,5.02,0.47,0.274,0.57
50293,5.08,5.36,5.432,5.396,0.316,5.02,0.06,0.28,0.352
98077,6.4,4.614,4.909,4.7615,1.6385,5.02,1.38,1.786,1.491
12672296,5.76,5.324,5.642,5.483,0.277,5.02,0.74,0.436,0.118
26148685,3.86,5.421,5.257,5.339,1.479,5.02,1.16,1.561,1.397
67730103,5.41,5.525,5.214,5.3695,0.0405,5.02,0.39,0.115,0.196
76180966,5.59,5.57,5.488,5.529,0.061,5.02,0.57,0.02,0.102
77500040,5.56,5.543,5.726,5.6345,0.0745,5.02,0.54,0.017,0.166
115026,6.28,5.366,4.499,4.9325,1.3475,5.02,1.26,0.914,1.781
60391926,5.17,6.227,6.195,6.211,1.041,5.02,0.15,1.057,1.025
52663726,6.14,6.167,6.324,6.2455,0.1055,5.02,1.12,0.027,0.184
1336363,5.85,6.841,6.322,6.5815,0.7315,5.02,0.83,0.991,0.472
31508006,6.1,6.159,6.763,6.461,0.361,5.02,1.08,0.059,0.663
207089,5.48,6.225,6.273,6.249,0.769,5.02,0.46,0.745,0.793
119904,6.07,5.567,4.639,5.103,0.967,5.02,1.05,0.503,1.431
303344,6.51,6.085,6.065,6.075,0.435,5.02,1.49,0.425,0.445
92875,7.63,5.973,5.192,5.5825,2.0475,5.02,2.61,1.657,2.438
70362504,7.05,6.625,5.721,6.173,0.877,5.02,2.03,0.425,1.329
4342034,6.95,6.127,5.674,5.9005,1.0495,5.02,1.93,0.823,1.276
16568028,6,6.331,6.217,6.274,0.274,5.02,0.98,0.331,0.217
50760,10.04,5.745,6.81,6.2775,3.7625,5.02,5.02,4.295,3.23
218019,5.66,6.655,5.723,6.189,0.529,5.02,0.64,0.995,0.063
56553,6.68,6.667,5.743,6.205,0.475,5.02,1.66,0.013,0.937
192654,6.56,7.316,7.294,7.305,0.745,5.02,1.54,0.756,0.734
56495,6.77,6.722,6.948,6.835,0.065,5.02,1.75,0.048,0.178
