Compound ID,Observed Value,ISIDA Predicted Value,CDK Predicted Value,Consensus Prediction,Error from Consensus,Avg of Observed,Error from Avg,Error from ISIDA,Error from CDK
13071799,7.76,6.784,6.897,6.8405,0.9195,4.80,2.956078029,0.976,0.863
134098616,5.64,5.315,5.218,5.2665,0.3735,4.80,0.836078029,0.325,0.422
135590919,3.81,4.868,4.997,4.9325,1.1225,4.80,0.993921971,1.058,1.187
141776321,4.29,4.367,5.182,4.7745,0.4845,4.80,0.513921971,0.077,0.892
150505,6.47,5.464,5.731,5.5975,0.8725,4.80,1.666078029,1.006,0.739
15165670,4.81,5.238,5.01,5.124,0.314,4.80,0.006078029,0.428,0.2
152169,7.16,4.982,5.718,5.35,1.81,4.80,2.356078029,2.178,1.442
1569024,2.18,3.215,3.267,3.241,1.061,4.80,2.623921971,1.035,1.087
162650773,4.76,4.749,4.952,4.8505,0.0905,4.80,0.043921971,0.011,0.192
1689992,4.74,4.618,4.83,4.724,0.016,4.80,0.063921971,0.122,0.09
1698608,4.09,4.769,4.544,4.6565,0.5665,4.80,0.713921971,0.679,0.454
173584446,5.42,5.256,5.635,5.4455,0.0255,4.80,0.616078029,0.164,0.215
181274157,3.75,4.782,4.756,4.769,1.019,4.80,1.053921971,1.032,1.006
1861401,4.13,5.251,5.33,5.2905,1.1605,4.80,0.673921971,1.121,1.2
187166401,5.78,5.469,5.783,5.626,0.154,4.80,0.976078029,0.311,0.003
188425856,4.2,4.828,4.915,4.8715,0.6715,4.80,0.603921971,0.628,0.715
188489078,4.01,4.987,5.188,5.0875,1.0775,4.80,0.793921971,0.977,1.178
1897456,5.25,4.905,5.055,4.98,0.27,4.80,0.446078029,0.345,0.195
1929824,4.88,4.729,4.882,4.8055,0.0745,4.80,0.076078029,0.151,0.002
19666309,5.84,4.842,5.128,4.985,0.855,4.80,1.036078029,0.998,0.712
2008584,4.62,4.376,4.247,4.3115,0.3085,4.80,0.183921971,0.244,0.373
208465218,3.51,4.822,4.476,4.649,1.139,4.80,1.293921971,1.312,0.966
21725462,5.58,4.903,5.085,4.994,0.586,4.80,0.776078029,0.677,0.495
2310170,6.26,6.636,6.411,6.5235,0.2635,4.80,1.456078029,0.376,0.151
23103982,5.12,4.797,5.178,4.9875,0.1325,4.80,0.316078029,0.323,0.058
2385855,6.89,6.494,6.576,6.535,0.355,4.80,2.086078029,0.396,0.314
23950585,4.53,4.985,5.133,5.059,0.529,4.80,0.273921971,0.455,0.603
25606411,4.27,4.742,4.568,4.655,0.385,4.80,0.533921971,0.472,0.298
26002802,4.69,5.09,5.094,5.092,0.402,4.80,0.113921971,0.4,0.404
26399360,5.06,5.201,5.219,5.21,0.15,4.80,0.256078029,0.141,0.159
2691410,3.77,5.042,5.004,5.023,1.253,4.80,1.033921971,1.272,1.234
274671613,4.26,4.679,5.021,4.85,0.59,4.80,0.543921971,0.419,0.761
283594901,5.23,4.569,5.459,5.014,0.216,4.80,0.426078029,0.661,0.229
301122,7.29,6.325,6.344,6.3345,0.9555,4.80,2.486078029,0.965,0.946
31218834,6.75,6.246,6.487,6.3665,0.3835,4.80,1.946078029,0.504,0.263
32536520,5.5,5.537,5.913,5.725,0.225,4.80,0.696078029,0.037,0.413
335104842,7.04,4.733,5.645,5.189,1.851,4.80,2.236078029,2.307,1.395
3380345,3.98,5.317,4.936,5.1265,1.1465,4.80,0.823921971,1.337,0.956
3383968,3.37,6.288,6.043,6.1655,2.7955,4.80,1.433921971,2.918,2.673
35554440,5.37,5.29,5.011,5.1505,0.2195,4.80,0.566078029,0.08,0.359
361377299,5.48,5.086,5.123,5.1045,0.3755,4.80,0.676078029,0.394,0.357
374726622,4.92,5.123,5.234,5.1785,0.2585,4.80,0.116078029,0.203,0.314
512561,4.15,6.153,3.936,5.0445,0.8945,4.80,0.653921971,2.003,0.214
51338273,6.17,5.599,5.393,5.496,0.674,4.80,1.366078029,0.571,0.777
52645531,4.89,5.071,5.278,5.1745,0.2845,4.80,0.086078029,0.181,0.388
52686,6.11,5.813,5.614,5.7135,0.3965,4.80,1.306078029,0.297,0.496
53112280,4.07,4.557,4.781,4.669,0.599,4.80,0.733921971,0.487,0.711
53780340,5.32,4.722,5.312,5.017,0.303,4.80,0.516078029,0.598,0.008
55179312,5.2,5.018,5.005,5.0115,0.1885,4.80,0.396078029,0.182,0.195
5598130,6.51,6.008,5.462,5.735,0.775,4.80,1.706078029,0.502,1.048
57921,5.07,4.974,5.963,5.4685,0.3985,4.80,0.266078029,0.096,0.893
58138082,5.98,6.266,5.602,5.934,0.046,4.80,1.176078029,0.286,0.378
600158,4.91,3.746,4.134,3.94,0.97,4.80,0.106078029,1.164,0.776
60207901,5.44,5.284,5.144,5.214,0.226,4.80,0.636078029,0.156,0.296
60238564,6.65,6.507,6.702,6.6045,0.0455,4.80,1.846078029,0.143,0.052
64902723,4.85,4.79,4.849,4.8195,0.0305,4.80,0.046078029,0.06,0.001
67564914,4.98,4.802,5.127,4.9645,0.0155,4.80,0.176078029,0.178,0.147
67747095,5.62,5.077,5.056,5.0665,0.5535,4.80,0.816078029,0.543,0.564
68049832,6.05,4.983,4.975,4.979,1.071,4.80,1.246078029,1.067,1.075
68085858,5.95,5.592,5.566,5.579,0.371,4.80,1.146078029,0.358,0.384
7173515,4.56,4.187,4.402,4.2945,0.2655,4.80,0.243921971,0.373,0.158
75718,3.9,3.504,,3.504,0.396,4.80,0.903921971,0.396,3.9
75990,4.23,4.096,4.058,4.077,0.153,4.80,0.573921971,0.134,0.172
76578148,5.62,5.938,5.515,5.7265,0.1065,4.80,0.816078029,0.318,0.105
77182822,5.69,4.365,4.713,4.539,1.151,4.80,0.886078029,1.325,0.977
78587050,5.15,5.023,5.56,5.2915,0.1415,4.80,0.346078029,0.127,0.41
79107,3.13,4.683,4.308,4.4955,1.3655,4.80,1.673921971,1.553,1.178
81406373,3.56,4.677,4.9,4.7885,1.2285,4.80,1.243921971,1.117,1.34
84662,2.47,3.357,4.103,3.73,1.26,4.80,2.333921971,0.887,1.633
88062,4.81,4.552,4.092,4.322,0.488,4.80,0.006078029,0.258,0.718
91532,5.04,4.613,4.858,4.7355,0.3045,4.80,0.236078029,0.427,0.182
91587,2.81,3.761,3.908,3.8345,1.0245,4.80,1.993921971,0.951,1.098
95487,3.33,3.637,3.47,3.5535,0.2235,4.80,1.473921971,0.307,0.14
95578,4.41,4.179,3.801,3.99,0.42,4.80,0.393921971,0.231,0.609
95658,4.94,3.847,3.831,3.839,1.101,4.80,0.136078029,1.093,1.109
98828,3.04,3.221,2.787,3.004,0.036,4.80,1.763921971,0.181,0.253
99129212,5.56,4.927,5.069,4.998,0.562,4.80,0.756078029,0.633,0.491
99309,4.45,4.986,4.532,4.759,0.309,4.80,0.353921971,0.536,0.082
999815,4.5,4.298,3.941,4.1195,0.3805,4.80,0.303921971,0.202,0.559
100414,3.04,2.895,2.841,2.868,0.172,4.80,1.763921971,0.145,0.199
100618,4.33,4.469,3.263,3.866,0.464,4.80,0.473921971,0.139,1.067
103361097,5.25,4.72,4.72,4.72,0.53,4.80,0.446078029,0.53,0.53
107131,4.1,4.466,4.722,4.594,0.494,4.80,0.703921971,0.366,0.622
1071836,4.23,6.062,4.621,5.3415,1.1115,4.80,0.573921971,1.832,0.391
107186,4.08,3.693,3.802,3.7475,0.3325,4.80,0.723921971,0.387,0.278
107211,2.49,3.377,3.684,3.5305,1.0405,4.80,2.313921971,0.887,1.194
108394,3.33,3.96,3.207,3.5835,0.2535,4.80,1.473921971,0.63,0.123
108452,4.26,4.213,3.759,3.986,0.274,4.80,0.543921971,0.047,0.501
110009,4.69,4.014,3.637,3.8255,0.8645,4.80,0.113921971,0.676,1.053
111988499,5.32,4.86,4.912,4.886,0.434,4.80,0.516078029,0.46,0.408
1163195,5.63,5.331,5.892,5.6115,0.0185,4.80,0.826078029,0.299,0.262
118525,2.82,4.47,4.804,4.637,1.817,4.80,1.983921971,1.65,1.984
118741,6.55,5.12,5.544,5.332,1.218,4.80,1.746078029,1.43,1.006
120068373,7.36,4.985,4.992,4.9885,2.3715,4.80,2.556078029,2.375,2.368
120127,2.25,3.576,3.866,3.721,1.471,4.80,2.553921971,1.326,1.616
120832,5.73,4.179,4.167,4.173,1.557,4.80,0.926078029,1.551,1.563
122008859,5.56,5.84,5.028,5.434,0.126,4.80,0.756078029,0.28,0.532
123319,4.41,4.135,3.52,3.8275,0.5825,4.80,0.393921971,0.275,0.89
126535157,5.3,4.493,4.543,4.518,0.782,4.80,0.496078029,0.807,0.757
129000,3.43,3.596,3.797,3.6965,0.2665,4.80,1.373921971,0.166,0.367
133073,4.47,4.508,4.878,4.693,0.223,4.80,0.333921971,0.038,0.408
13593038,6.78,6.613,6.487,6.55,0.23,4.80,1.976078029,0.167,0.293
140578,3.52,4.924,5.189,5.0565,1.5365,4.80,1.283921971,1.404,1.669
141662,6.37,6.624,6.531,6.5775,0.2075,4.80,1.566078029,0.254,0.161
141786,1.99,3.154,3.088,3.121,1.131,4.80,2.813921971,1.164,1.098
145701219,4.91,4.592,4.86,4.726,0.184,4.80,0.106078029,0.318,0.05
149979419,4.83,5.023,4.737,4.88,0.05,4.80,0.026078029,0.193,0.093
150114719,3.61,4.413,4.596,4.5045,0.8945,4.80,1.193921971,0.803,0.986
1563662,5.65,5.313,4.925,5.119,0.531,4.80,0.846078029,0.337,0.725
1596845,4.03,4.301,3.966,4.1335,0.1035,4.80,0.773921971,0.271,0.064
15972608,5.43,4.659,4.534,4.5965,0.8335,4.80,0.626078029,0.771,0.896
161050584,4.56,5.006,5.231,5.1185,0.5585,4.80,0.243921971,0.446,0.671
161326347,5.04,4.941,4.909,4.925,0.115,4.80,0.236078029,0.099,0.131
163515148,4.74,4.608,4.784,4.696,0.044,4.80,0.063921971,0.132,0.044
175013180,5.06,4.747,5.172,4.9595,0.1005,4.80,0.256078029,0.313,0.112
179101816,5.16,5.355,5.425,5.39,0.23,4.80,0.356078029,0.195,0.265
1832548,2.69,5.796,4.233,5.0145,2.3245,4.80,2.113921971,3.106,1.543
1861321,5.52,5.009,4.984,4.9965,0.5235,4.80,0.716078029,0.511,0.536
1918167,4.2,4.673,4.462,4.5675,0.3675,4.80,0.603921971,0.473,0.262
2104963,4.86,5.882,5.8,5.841,0.981,4.80,0.056078029,1.022,0.94
21087649,4.93,5.046,5.23,5.138,0.208,4.80,0.126078029,0.116,0.3
23031369,4.78,4.578,4.903,4.7405,0.0395,4.80,0.023921971,0.202,0.123
23135220,4.94,5.213,4.787,5,0.06,4.80,0.136078029,0.273,0.153
24307264,3.78,4.644,3.926,4.285,0.505,4.80,1.023921971,0.864,0.146
243973208,4.13,5.062,5.422,5.242,1.112,4.80,0.673921971,0.932,1.292
24602866,3.98,4.896,4.406,4.651,0.671,4.80,0.823921971,0.916,0.426
25057890,4.88,4.589,4.658,4.6235,0.2565,4.80,0.076078029,0.291,0.222
290332104,4.29,4.668,4.689,4.6785,0.3885,4.80,0.513921971,0.378,0.399
2921882,7.07,6.593,6.333,6.463,0.607,4.80,2.266078029,0.477,0.737
300765,6.28,6.317,6.238,6.2775,0.0025,4.80,1.476078029,0.037,0.042
33089611,6.07,4.776,4.939,4.8575,1.2125,4.80,1.266078029,1.294,1.131
333415,7.18,6.659,6.48,6.5695,0.6105,4.80,2.376078029,0.521,0.7
34014181,4.51,4.898,5.345,5.1215,0.6115,4.80,0.293921971,0.388,0.835
34256821,5.13,4.68,4.569,4.6245,0.5055,4.80,0.326078029,0.45,0.561
37764253,4.62,4.852,4.449,4.6505,0.0305,4.80,0.183921971,0.232,0.171
39196184,6.94,5.551,5.48,5.5155,1.4245,4.80,2.136078029,1.389,1.46
39300453,5.99,5.026,5.478,5.252,0.738,4.80,1.186078029,0.964,0.512
41198087,7.87,6.71,6.308,6.509,1.361,4.80,3.066078029,1.16,1.562
506774,3.38,3.89,3.893,3.8915,0.5115,4.80,1.423921971,0.51,0.513
510156,4.81,4.415,5.041,4.728,0.082,4.80,0.006078029,0.395,0.231
52315078,5.62,5.426,5.306,5.366,0.254,4.80,0.816078029,0.194,0.314
5234684,4.37,5.013,4.628,4.8205,0.4505,4.80,0.433921971,0.643,0.258
52918635,5.7,5.385,5.44,5.4125,0.2875,4.80,0.896078029,0.315,0.26
58902,3.96,4.645,4.733,4.689,0.729,4.80,0.843921971,0.685,0.773
591275,3.13,3.956,3.526,3.741,0.611,4.80,1.673921971,0.826,0.396
60515,6.66,6.306,6.586,6.446,0.214,4.80,1.856078029,0.354,0.074
606202,4.66,5.437,5.337,5.387,0.727,4.80,0.143921971,0.777,0.677
62476599,5.49,5.257,5.402,5.3295,0.1605,4.80,0.686078029,0.233,0.088
66841256,5.95,5.364,5.713,5.5385,0.4115,4.80,1.146078029,0.586,0.237
67485294,6.18,4.859,5.302,5.0805,1.0995,4.80,1.376078029,1.321,0.878
68122,2.88,4.496,3.615,4.0555,1.1755,4.80,1.923921971,1.616,0.735
68359375,5.24,5.313,5.475,5.394,0.154,4.80,0.436078029,0.073,0.235
68424851,3.92,4.545,4.85,4.6975,0.7775,4.80,0.883921971,0.625,0.93
709988,4.64,4.626,4.542,4.584,0.056,4.80,0.163921971,0.014,0.098
732116,5.2,6.295,6.357,6.326,1.126,4.80,0.396078029,1.095,1.157
74115245,5.38,4.718,5.027,4.8725,0.5075,4.80,0.576078029,0.662,0.353
74223646,4.18,4.843,4.657,4.75,0.57,4.80,0.623921971,0.663,0.477
75014,5.84,3.824,3.974,3.899,1.941,4.80,1.036078029,2.016,1.866
759944,4.88,5.339,5.081,5.21,0.33,4.80,0.076078029,0.459,0.201
79005,4.53,3.747,3.873,3.81,0.72,4.80,0.273921971,0.783,0.657
80844071,5.01,4.851,4.889,4.87,0.14,4.80,0.206078029,0.159,0.121
823405,3.69,4.621,4.3,4.4605,0.7705,4.80,1.113921971,0.931,0.61
82657043,5.45,4.168,5.438,4.803,0.647,4.80,0.646078029,1.282,0.012
82688,5.59,5.147,5.241,5.194,0.396,4.80,0.786078029,0.443,0.349
83329,2.94,3.622,3.524,3.573,0.633,4.80,1.863921971,0.682,0.584
84087014,3.81,4.664,4.649,4.6565,0.8465,4.80,0.993921971,0.854,0.839
84742,3.35,2.984,3.241,3.1125,0.2375,4.80,1.453921971,0.366,0.109
90982324,4.82,4.406,4.605,4.5055,0.3145,4.80,0.016078029,0.414,0.215
91203,3.26,3.44,3.564,3.502,0.242,4.80,1.543921971,0.18,0.304
94746,6.12,4.845,4.745,4.795,1.325,4.80,1.316078029,1.275,1.375
94815,4.28,4.675,4.418,4.5465,0.2665,4.80,0.523921971,0.395,0.138
950107,6.48,6.846,6.576,6.711,0.231,4.80,1.676078029,0.366,0.096
957517,4.9,4.67,4.278,4.474,0.426,4.80,0.096078029,0.23,0.622
95943,5.8,4.531,4.512,4.5215,1.2785,4.80,0.996078029,1.269,1.288
961115,5.07,5.939,6.139,6.039,0.969,4.80,0.266078029,0.869,1.069
96333,3.76,3.414,3.114,3.264,0.496,4.80,1.043921971,0.346,0.646
