Compound ID,Observed Value,ISIDA Predicted Value,CDK Predicted Value,Consensus Prediction,Error from Consensus,Avg of Observed,Error from Avg,Error from ISIDA,Error from CDK
67561,1.81,3.761,4.449,4.105,2.295,4.80,2.993921971,1.951,2.639
68157608,4.55,4.66,4.545,4.6025,0.0525,4.80,0.253921971,0.11,0.005
68694111,5.36,5.335,5.189,5.262,0.098,4.80,0.556078029,0.025,0.171
69327760,5.48,4.917,5.153,5.035,0.445,4.80,0.676078029,0.563,0.327
71526073,5.06,4.827,4.878,4.8525,0.2075,4.80,0.256078029,0.233,0.182
74222972,4.12,4.549,4.728,4.6385,0.5185,4.80,0.683921971,0.429,0.608
74839,4.83,4.008,4.443,4.2255,0.6045,4.80,0.026078029,0.822,0.387
77736,3.74,4.263,3.408,3.8355,0.0955,4.80,1.063921971,0.523,0.332
78488,6.5,5.7,6.763,6.2315,0.2685,4.80,1.696078029,0.8,0.263
79241466,5.71,5.844,5.433,5.6385,0.0715,4.80,0.906078029,0.134,0.277
79622596,5.63,5.123,5.586,5.3545,0.2755,4.80,0.826078029,0.507,0.044
79983714,5.19,5.276,5.105,5.1905,0.0005,4.80,0.386078029,0.086,0.085
80626,2.87,3.856,3.481,3.6685,0.7985,4.80,1.933921971,0.986,0.611
81334341,3.02,4.424,4.465,4.4445,1.4245,4.80,1.783921971,1.404,1.445
81335377,4.09,4.487,4.733,4.61,0.52,4.80,0.713921971,0.397,0.643
85701,2.53,3.627,3.968,3.7975,1.2675,4.80,2.273921971,1.097,1.438
86209510,4.27,4.54,4.677,4.6085,0.3385,4.80,0.533921971,0.27,0.407
86500,6.33,5.815,5.913,5.864,0.466,4.80,1.526078029,0.515,0.417
86737,3.12,3.682,3.521,3.6015,0.4815,4.80,1.683921971,0.562,0.401
878790591,4.19,4.999,5.086,5.0425,0.8525,4.80,0.613921971,0.809,0.896
93652,4.85,5.068,4.843,4.9555,0.1055,4.80,0.046078029,0.218,0.007
93721,5.55,4.768,4.908,4.838,0.712,4.80,0.746078029,0.782,0.642
93765,4.93,4.894,4.882,4.888,0.042,4.80,0.126078029,0.036,0.048
95465999,8.43,7.078,6.982,7.03,1.4,4.80,3.626078029,1.352,1.448
