Compound ID,Observed Value,ISIDA Predicted Value,CDK Predicted Value,Consensus Prediction,Error from Consensus,Avg of Observed,Error from Avg,Error from ISIDA,Error from CDK
74115245,7.37,7.125,7.513,7.319,0.051,7.29,0.08,0.245,0.143
62759,9.97,7.772,7.319,7.5455,2.4245,7.29,2.68,2.198,2.651
69806504,7.65,7.452,7.526,7.489,0.161,7.29,0.36,0.198,0.124
72435,7.84,6.985,7.631,7.308,0.532,7.29,0.55,0.855,0.209
55179312,8.21,7.612,7.293,7.4525,0.7575,7.29,0.92,0.598,0.917
512561,7.15,7.725,7.202,7.4635,0.3135,7.29,0.14,0.575,0.052
1610180,7.18,7.233,7.337,7.285,0.105,7.29,0.11,0.053,0.157
76738620,7.65,6.961,7.381,7.171,0.479,7.29,0.36,0.689,0.269
2212671,7.97,7.193,7.458,7.3255,0.6445,7.29,0.68,0.777,0.512
118134308,7.55,7.04,7.435,7.2375,0.3125,7.29,0.26,0.51,0.115
1646884,8.35,7.321,7.185,7.253,1.097,7.29,1.06,1.029,1.165
60207901,7.42,7.268,7.38,7.324,0.096,7.29,0.13,0.152,0.04
96128,9.07,7.254,7.447,7.3505,1.7195,7.29,1.78,1.816,1.623
107073,6.25,7.185,7.119,7.152,0.902,7.29,1.04,0.935,0.869
95501,6.21,7.369,7.368,7.3685,1.1585,7.29,1.08,1.159,1.158
52315078,7.62,7.48,7.377,7.4285,0.1915,7.29,0.33,0.14,0.243
51338273,8.17,7.566,7.438,7.502,0.668,7.29,0.88,0.604,0.732
23422539,8.6,7.374,7.122,7.248,1.352,7.29,1.31,1.226,1.478
35554440,7.36,7.405,7.33,7.3675,0.0075,7.29,0.07,0.045,0.03
59669260,7.07,7.532,7.415,7.4735,0.4035,7.29,0.22,0.462,0.345
2008415,6.64,7.511,7.432,7.4715,0.8315,7.29,0.65,0.871,0.792
23135220,6.94,7.351,7.378,7.3645,0.4245,7.29,0.35,0.411,0.438
106325080,7.22,7.351,7.281,7.316,0.096,7.29,0.07,0.131,0.061
96489713,7.86,7.197,7.744,7.4705,0.3895,7.29,0.57,0.663,0.116
114261,7.72,7.324,7.135,7.2295,0.4905,7.29,0.43,0.396,0.585
74051802,6.56,7.491,7.361,7.426,0.866,7.29,0.73,0.931,0.801
119446683,7.61,7.354,7.471,7.4125,0.1975,7.29,0.32,0.256,0.139
55283686,6.92,7.415,7.185,7.3,0.38,7.29,0.37,0.495,0.265
374726622,6.92,7.34,7.435,7.3875,0.4675,7.29,0.37,0.42,0.515
104206828,7.69,7.14,7.171,7.1555,0.5345,7.29,0.4,0.55,0.519
67485294,9.22,7.077,7.707,7.392,1.828,7.29,1.93,2.143,1.513
243973208,6.13,6.858,7.454,7.156,1.026,7.29,1.16,0.728,1.324
210631688,7.96,7.427,7.252,7.3395,0.6205,7.29,0.67,0.533,0.708
106503,5.75,7.422,7.08,7.251,1.501,7.29,1.54,1.672,1.33
2164172,7.25,7.211,7.299,7.255,0.005,7.29,0.04,0.039,0.049
139402,7.06,7.385,7.227,7.306,0.246,7.29,0.23,0.325,0.167
95954,6.29,7.243,7.624,7.4335,1.1435,7.29,1,0.953,1.334
69409945,7.7,7.191,7.497,7.344,0.356,7.29,0.41,0.509,0.203
1563662,7.65,7.543,7.3,7.4215,0.2285,7.29,0.36,0.107,0.35
19044883,6.84,7.438,6.949,7.1935,0.3535,7.29,0.45,0.598,0.109
95681,7.78,7.169,7.476,7.3225,0.4575,7.29,0.49,0.611,0.304
95737681,5.96,7.579,7.37,7.4745,1.5145,7.29,1.33,1.619,1.41
122008859,7.55,7.639,6.979,7.309,0.241,7.29,0.26,0.089,0.571
92842,8.6,7.682,7.511,7.5965,1.0035,7.29,1.31,0.918,1.089
886500,8.38,7.379,7.461,7.42,0.96,7.29,1.09,1.001,0.919
71526073,7.55,7.497,7.017,7.257,0.293,7.29,0.26,0.053,0.533
77501634,8.36,7.292,7.295,7.2935,1.0665,7.29,1.07,1.068,1.065
2425061,8.24,7.1,8.337,7.7185,0.5215,7.29,0.95,1.14,0.097
94826,7.49,7.354,7.361,7.3575,0.1325,7.29,0.2,0.136,0.129
1912249,6.79,7.452,7.324,7.388,0.598,7.29,0.5,0.662,0.534
23031369,6.78,7.337,7.539,7.438,0.658,7.29,0.51,0.557,0.759
34014181,6.51,7.535,7.383,7.459,0.949,7.29,0.78,1.025,0.873
112281773,7.71,7.404,7.449,7.4265,0.2835,7.29,0.42,0.306,0.261
51630581,7.22,7.369,7.168,7.2685,0.0485,7.29,0.07,0.149,0.052
83794,7.99,7.261,7.526,7.3935,0.5965,7.29,0.7,0.729,0.464
22781233,7.74,7.542,7.273,7.4075,0.3325,7.29,0.45,0.198,0.467
126738,7.43,7.628,7.344,7.486,0.056,7.29,0.14,0.198,0.086
335104842,9.04,6.919,7.451,7.185,1.855,7.29,1.75,2.121,1.589
75150,5.88,7.085,7.49,7.2875,1.4075,7.29,1.41,1.205,1.61
101144,8.12,7.476,7.582,7.529,0.591,7.29,0.83,0.644,0.538
133062,6.36,7.739,8.08,7.9095,1.5495,7.29,0.93,1.379,1.72
330552,8.09,7.529,7.222,7.3755,0.7145,7.29,0.8,0.561,0.868
121697,7.78,7.417,6.956,7.1865,0.5935,7.29,0.49,0.363,0.824
220899036,6.21,7.063,7.856,7.4595,1.2495,7.29,1.08,0.853,1.646
148477718,7.8,6.8,7.639,7.2195,0.5805,7.29,0.51,1,0.161
78587050,7.15,7.154,7.659,7.4065,0.2565,7.29,0.14,0.004,0.509
68694111,7.36,7.272,7.274,7.273,0.087,7.29,0.07,0.088,0.086
1134232,7.63,7.458,7.321,7.3895,0.2405,7.29,0.34,0.172,0.309
98953,7.79,7.815,7.553,7.684,0.106,7.29,0.5,0.025,0.237
1929824,6.88,7.644,7.467,7.5555,0.6755,7.29,0.41,0.764,0.587
42874033,8.08,7.659,7.465,7.562,0.518,7.29,0.79,0.421,0.615
116063,8.28,7.364,7.418,7.391,0.889,7.29,0.99,0.916,0.862
10265926,9.45,8.16,7.529,7.8445,1.6055,7.29,2.16,1.29,1.921
96184,7.56,7.188,7.691,7.4395,0.1205,7.29,0.27,0.372,0.131
117337196,8.61,7.429,7.336,7.3825,1.2275,7.29,1.32,1.181,1.274
87616,8.35,7.421,7.596,7.5085,0.8415,7.29,1.06,0.929,0.754
120068373,9.34,7.392,7.918,7.655,1.685,7.29,2.05,1.948,1.422
122453730,8.13,6.991,8.16,7.5755,0.5545,7.29,0.84,1.139,0.03
113484,6.65,7.136,7.419,7.2775,0.6275,7.29,0.64,0.486,0.769
110488705,6.59,7.314,7.33,7.322,0.732,7.29,0.7,0.724,0.74
163515148,6.74,7.36,7.344,7.352,0.612,7.29,0.55,0.62,0.604
40487421,6.85,7.526,7.384,7.455,0.605,7.29,0.44,0.676,0.534
330541,8.06,7.618,7.197,7.4075,0.6525,7.29,0.77,0.442,0.863
69327760,7.97,7.565,7.349,7.457,0.513,7.29,0.68,0.405,0.621
67747095,7.62,7.491,7.383,7.437,0.183,7.29,0.33,0.129,0.237
116255482,7.62,7.51,7.827,7.6685,0.0485,7.29,0.33,0.11,0.207
634935,9.81,7.519,7.639,7.579,2.231,7.29,2.52,2.291,2.171
120821,7.26,7.596,7.732,7.664,0.404,7.29,0.03,0.336,0.472
8003347,6.93,7.033,7.393,7.213,0.283,7.29,0.36,0.103,0.463
39196184,8.86,7.565,7.378,7.4715,1.3885,7.29,1.57,1.295,1.482
96195,7.68,7.263,7.753,7.508,0.172,7.29,0.39,0.417,0.073
66441234,8.16,7.626,7.502,7.564,0.596,7.29,0.87,0.534,0.658
68085858,7.95,7.532,7.479,7.5055,0.4445,7.29,0.66,0.418,0.471
52645531,6.89,7.58,7.457,7.5185,0.6285,7.29,0.4,0.69,0.567
3380345,5.98,7.654,7.434,7.544,1.564,7.29,1.31,1.674,1.454
76578148,7.62,7.716,7.637,7.6765,0.0565,7.29,0.33,0.096,0.017
52918635,7.7,7.731,7.607,7.669,0.031,7.29,0.41,0.031,0.093
131929607,7.43,7.118,7.733,7.4255,0.0045,7.29,0.14,0.312,0.303
106934,7.31,7.681,7.368,7.5245,0.2145,7.29,0.02,0.371,0.058
88722,8.18,7.695,7.862,7.7785,0.4015,7.29,0.89,0.485,0.318
105679,6.79,7.051,7.689,7.37,0.58,7.29,0.5,0.261,0.899
834128,7.4,7.553,7.388,7.4705,0.0705,7.29,0.11,0.153,0.012
82657043,7.45,7.473,8.179,7.826,0.376,7.29,0.16,0.023,0.729
42576023,7.58,7.83,7.152,7.491,0.089,7.29,0.29,0.25,0.428
57249,9.05,7.17,8.001,7.5855,1.4645,7.29,1.76,1.88,1.049
139968493,6.63,7.299,7.639,7.469,0.839,7.29,0.66,0.669,1.009
94757,7.34,7.355,7.466,7.4105,0.0705,7.29,0.05,0.015,0.126
99309,6.45,7.766,7.639,7.7025,1.2525,7.29,0.84,1.316,1.189
479458,7.86,7.816,7.833,7.8245,0.0355,7.29,0.57,0.044,0.027
79241466,7.71,7.533,7.781,7.657,0.053,7.29,0.42,0.177,0.071
68359375,7.24,7.532,7.577,7.5545,0.3145,7.29,0.05,0.292,0.337
1445756,6.35,7.923,7.442,7.6825,1.3325,7.29,0.94,1.573,1.092
1861321,7.52,7.83,7.784,7.807,0.287,7.29,0.23,0.31,0.264
2691410,6.77,7.903,7.437,7.67,0.9,7.29,0.52,1.133,0.667
39300453,7.98,7.958,7.88,7.919,0.061,7.29,0.69,0.022,0.1
55630,9.36,7.822,7.697,7.7595,1.6005,7.29,2.07,1.538,1.663
57921,7.07,6.748,7.778,7.263,0.193,7.29,0.22,0.322,0.708
99081,9.14,7.53,7.646,7.588,1.552,7.29,1.85,1.61,1.494
152169,8.16,7.601,7.774,7.6875,0.4725,7.29,0.87,0.559,0.386
791286,7.14,7.382,8.004,7.693,0.553,7.29,0.15,0.242,0.864
15165670,6.81,7.631,7.62,7.6255,0.8155,7.29,0.48,0.821,0.81
100005,8.2,7.78,7.567,7.6735,0.5265,7.29,0.91,0.42,0.633
66841256,7.95,7.657,8.206,7.9315,0.0185,7.29,0.66,0.293,0.256
52686,8.11,7.398,8.028,7.713,0.397,7.29,0.82,0.712,0.082
141662,9.37,7.962,7.798,7.88,1.49,7.29,2.08,1.408,1.572
107131,6.12,7.421,7.886,7.6535,1.5335,7.29,1.17,1.301,1.766
105511964,9.07,7.724,7.729,7.7265,1.3435,7.29,1.78,1.346,1.341
62476599,7.47,7.772,7.713,7.7425,0.2725,7.29,0.18,0.302,0.243
78422,6.64,7.892,8.023,7.9575,1.3175,7.29,0.65,1.252,1.383
615543,7.79,7.658,8.147,7.9025,0.1125,7.29,0.5,0.132,0.357
137268,7.68,7.552,8.341,7.9465,0.2665,7.29,0.39,0.128,0.661
95943,8.85,7.335,8.165,7.75,1.1,7.29,1.56,1.515,0.685
759944,6.88,7.72,7.479,7.5995,0.7195,7.29,0.41,0.84,0.599
148185,6.76,7.708,7.565,7.6365,0.8765,7.29,0.53,0.948,0.805
96913,9.3,7.671,8.071,7.871,1.429,7.29,2.01,1.629,1.229
69806402,9.88,7.734,7.652,7.693,2.187,7.29,2.59,2.146,2.228
67721,8.52,8.117,7.626,7.8715,0.6485,7.29,1.23,0.403,0.894
5598130,8.51,7.784,7.698,7.741,0.769,7.29,1.22,0.726,0.812
7786347,8.95,7.966,7.697,7.8315,1.1185,7.29,1.66,0.984,1.253
470906,8.71,7.91,8.134,8.022,0.688,7.29,1.42,0.8,0.576
131895,8.12,8.096,7.734,7.915,0.205,7.29,0.83,0.024,0.386
1114712,7.46,7.801,7.6,7.7005,0.2405,7.29,0.17,0.341,0.14
2303175,7.37,7.465,7.694,7.5795,0.2095,7.29,0.08,0.095,0.324
99558,6.88,7.666,7.784,7.725,0.845,7.29,0.41,0.786,0.904
62737,8.64,7.845,7.691,7.768,0.872,7.29,1.35,0.795,0.949
2104963,7.86,7.81,8.006,7.908,0.048,7.29,0.57,0.05,0.146
100016,7.54,7.554,7.327,7.4405,0.0995,7.29,0.25,0.014,0.213
823405,6.61,7.46,8.075,7.7675,1.1575,7.29,0.68,0.85,1.465
12674112,9.56,7.966,7.73,7.848,1.712,7.29,2.27,1.594,1.83
58902,6.88,7.964,7.709,7.8365,0.9565,7.29,0.41,1.084,0.829
79622596,7.63,7.634,8.133,7.8835,0.2535,7.29,0.34,0.004,0.503
88857,8.38,8.097,7.785,7.941,0.439,7.29,1.09,0.283,0.595
19406510,7.99,7.798,8.066,7.932,0.058,7.29,0.7,0.192,0.076
300765,8.28,7.949,8.06,8.0045,0.2755,7.29,0.99,0.331,0.22
35572782,7.99,7.98,8.064,8.022,0.032,7.29,0.7,0.01,0.074
78115,8.2,7.778,7.673,7.7255,0.4745,7.29,0.91,0.422,0.527
187166401,7.78,7.566,7.965,7.7655,0.0145,7.29,0.49,0.214,0.185
1897456,7.25,7.871,8.017,7.944,0.694,7.29,0.04,0.621,0.767
118967,8.66,8.244,8.117,8.1805,0.4795,7.29,1.37,0.416,0.543
179101816,7.16,8.061,8.096,8.0785,0.9185,7.29,0.13,0.901,0.936
950378,8.48,8.394,8.316,8.355,0.125,7.29,1.19,0.086,0.164
299843,6.81,8.18,8.281,8.2305,1.4205,7.29,0.48,1.37,1.471
87683,8.41,8.127,8.237,8.182,0.228,7.29,1.12,0.283,0.173
51285,7.96,8.303,8.046,8.1745,0.2145,7.29,0.67,0.343,0.086
127639,8.44,7.582,7.298,7.44,1,7.29,1.15,0.858,1.142
121142,7.96,8.098,8.254,8.176,0.216,7.29,0.67,0.138,0.294
86500,8.32,8.129,8.15,8.1395,0.1805,7.29,1.03,0.191,0.17
606202,8.26,8.09,8.104,8.097,0.163,7.29,0.97,0.17,0.156
13674878,7.33,8.093,8.306,8.1995,0.8695,7.29,0.04,0.763,0.976
732116,7.2,8.404,8.34,8.372,1.172,7.29,0.09,1.204,1.14
100254,9.23,8.395,8.429,8.412,0.818,7.29,1.94,0.835,0.801
961115,7.08,8.193,8.238,8.2155,1.1355,7.29,0.21,1.113,1.158
82688,7.99,8.211,8.104,8.1575,0.1675,7.29,0.7,0.221,0.114
534521,9.39,8.253,8.302,8.2775,1.1125,7.29,2.1,1.137,1.088
115322,8.49,8.745,8.141,8.443,0.047,7.29,1.2,0.255,0.349
88733,7.72,8.071,7.873,7.972,0.252,7.29,0.43,0.351,0.153
298000,9.02,8.099,8.411,8.255,0.765,7.29,1.73,0.921,0.609
99990,7.53,8.034,8.425,8.2295,0.6995,7.29,0.24,0.504,0.895
115968,7.61,8.173,8.278,8.2255,0.6155,7.29,0.32,0.563,0.668
58138082,8.03,9.14,8.094,8.617,0.587,7.29,0.74,1.11,0.064
58899,8.98,8.104,8.551,8.3275,0.6525,7.29,1.69,0.876,0.429
87865,7.72,8.339,8.366,8.3525,0.6325,7.29,0.43,0.619,0.646
5436431,9.68,8.18,9.306,8.743,0.937,7.29,2.39,1.5,0.374
3383968,7.37,8.263,8.24,8.2515,0.8815,7.29,0.08,0.893,0.87
115297,7.83,8.962,7.63,8.296,0.466,7.29,0.54,1.132,0.2
528290,9.23,8.123,8.534,8.3285,0.9015,7.29,1.94,1.107,0.696
54593838,8.75,8.4,8.505,8.4525,0.2975,7.29,1.46,0.35,0.245
29232937,7.48,8.301,8.622,8.4615,0.9815,7.29,0.19,0.821,1.142
118741,8.55,8.388,8.573,8.4805,0.0695,7.29,1.26,0.162,0.023
70304,9.13,9,8.651,8.8255,0.3045,7.29,1.84,0.13,0.479
3689245,8.81,8.543,8.507,8.525,0.285,7.29,1.52,0.267,0.303
60515,9.06,8.323,8.915,8.619,0.441,7.29,1.77,0.737,0.145
2921882,9.07,8.727,8.446,8.5865,0.4835,7.29,1.78,0.343,0.624
55389,9.6,8.267,8.672,8.4695,1.1305,7.29,2.31,1.333,0.928
608935,8.49,8.339,8.446,8.3925,0.0975,7.29,1.2,0.151,0.044
741582,7.9,8.979,8.496,8.7375,0.8375,7.29,0.61,1.079,0.596
50293,8.85,8.916,9.2,9.058,0.208,7.29,1.56,0.066,0.35
2310170,8.26,8.796,8.351,8.5735,0.3135,7.29,0.97,0.536,0.091
41198087,9.87,8.853,8.774,8.8135,1.0565,7.29,2.58,1.017,1.096
96182535,9.2,8.59,8.436,8.513,0.687,7.29,1.91,0.61,0.764
121755,7.22,8.685,8.725,8.705,1.485,7.29,0.07,1.465,1.505
2104645,10.51,8.836,8.448,8.642,1.868,7.29,3.22,1.674,2.062
99354,6.85,8.682,8.395,8.5385,1.6885,7.29,0.44,1.832,1.545
77474,7.65,8.665,8.786,8.7255,1.0755,7.29,0.36,1.015,1.136
122145,8.33,8.66,8.794,8.727,0.397,7.29,1.04,0.33,0.464
25311711,8.63,8.647,8.429,8.538,0.092,7.29,1.34,0.017,0.201
56382,9.95,8.956,8.595,8.7755,1.1745,7.29,2.66,0.994,1.355
99650,9.23,8.23,8.675,8.4525,0.7775,7.29,1.94,1,0.555
56724,9.08,8.807,8.384,8.5955,0.4845,7.29,1.79,0.273,0.696
13593038,8.78,8.803,8.808,8.8055,0.0255,7.29,1.49,0.023,0.028
31218834,8.75,8.687,8.828,8.7575,0.0075,7.29,1.46,0.063,0.078
563122,8.89,8.857,8.867,8.862,0.028,7.29,1.6,0.033,0.023
22224926,9.08,8.956,8.883,8.9195,0.1605,7.29,1.79,0.124,0.197
76448,8.87,8.66,8.993,8.8265,0.0435,7.29,1.58,0.21,0.123
32536520,8.42,8.482,8.882,8.682,0.262,7.29,1.13,0.062,0.462
944229,8.09,8.655,9.327,8.991,0.901,7.29,0.8,0.565,1.237
32598133,10.46,9.436,9.751,9.5935,0.8665,7.29,3.17,1.024,0.709
60238564,8.65,9.055,8.689,8.872,0.222,7.29,1.36,0.405,0.039
333415,9.18,8.839,8.806,8.8225,0.3575,7.29,1.89,0.341,0.374
30560191,7.66,8.858,8.589,8.7235,1.0635,7.29,0.37,1.198,0.929
301122,9.39,9.211,8.837,9.024,0.366,7.29,2.1,0.179,0.553
70362504,10.94,8.428,9.078,8.753,2.187,7.29,3.65,2.512,1.862
150505,10,8.524,8.158,8.341,1.659,7.29,2.71,1.476,1.842
1024573,10.47,8.685,8.887,8.786,1.684,7.29,3.18,1.785,1.583
1163195,8.13,8.669,8.878,8.7735,0.6435,7.29,0.84,0.539,0.748
68631492,9.5,8.545,9.223,8.884,0.616,7.29,2.21,0.955,0.277
13194484,9.38,9.27,9.203,9.2365,0.1435,7.29,2.09,0.11,0.177
98886443,9.22,9.404,8.905,9.1545,0.0655,7.29,1.93,0.184,0.315
2385855,9.43,9.13,9.109,9.1195,0.3105,7.29,2.14,0.3,0.321
60571,9.88,9.653,8.153,8.903,0.977,7.29,2.59,0.227,1.727
87821,8.44,8.359,9.165,8.762,0.322,7.29,1.15,0.081,0.725
95465999,10.43,9.371,8.989,9.18,1.25,7.29,3.14,1.059,1.441
309002,10.08,9.188,9.075,9.1315,0.9485,7.29,2.79,0.892,1.005
78488,10.02,8.75,9.155,8.9525,1.0675,7.29,2.73,1.27,0.865
143500,9.21,9.156,9.194,9.175,0.035,7.29,1.92,0.054,0.016
59536651,10.95,8.304,9.623,8.9635,1.9865,7.29,3.66,2.646,1.327
13071799,9.76,9.167,9.142,9.1545,0.6055,7.29,2.47,0.593,0.618
298022,8.72,9.163,9.212,9.1875,0.4675,7.29,1.43,0.443,0.492
60348609,9.75,8.565,9.714,9.1395,0.6105,7.29,2.46,1.185,0.036
950107,9.48,9.26,8.88,9.07,0.41,7.29,2.19,0.22,0.6
8065483,10.11,9.505,9.101,9.303,0.807,7.29,2.82,0.605,1.009
298044,9.84,9.483,9.36,9.4215,0.4185,7.29,2.55,0.357,0.48
39635319,10.07,10.02,9.182,9.601,0.469,7.29,2.78,0.05,0.888
12789036,8.91,9.724,9.694,9.709,0.799,7.29,1.62,0.814,0.784
11097691,10.21,9.951,9.842,9.8965,0.3135,7.29,2.92,0.259,0.368
31508006,9.99,9.951,9.651,9.801,0.189,7.29,2.7,0.039,0.339
69782907,10.04,10.02,9.908,9.964,0.076,7.29,2.75,0.02,0.132
74472370,9.99,10.13,9.91,10.02,0.03,7.29,2.7,0.14,0.08
32598144,9.99,10.04,9.99,10.015,0.025,7.29,2.7,0.05,0
52663726,10.04,10.04,9.876,9.958,0.082,7.29,2.75,0,0.164
65510443,9.99,10.02,9.955,9.9875,0.0025,7.29,2.7,0.03,0.035
38380084,10.04,10.05,9.863,9.9565,0.0835,7.29,2.75,0.01,0.177
